Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
196118303833398,NRC,NRC Media BV,6674,14
444504516075907,Shell,Shell,6142,21
115289021825188,Oxfam Novib,Oxfam Novib,4825,103
288295911466,Greenpeace Nederland,Greenpeace Nederland,3989,130
57729029960,Amnesty International Nederland,Amnesty International Nederland,2732,98
189701254384965,Eneco,Eneco,2128,31
100660309175869,NieuwRechts,NieuwRechts.nl,1481,13
120034538112114,Stichting Vluchteling,Stichting Vluchteling,1451,2
399250573436072,Werken bij Defensie,Werken bij Defensie,1182,55
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,790,28
139858509373289,UNICEF Nederland,Unicef Nederland,781,30
100717511317223,Zet ook de knop om,Ministerie van Economische Zaken en Klimaat,684,10
120184871378246,Aidsfonds,Aidsfonds,661,28
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,648,70
403475303047383,Oikocredit Nederland,Oikocredit Nederland,616,4
160001040736183,Fairtrade Nederland,Fairtrade Nederland,583,152
83439828234,Milieudefensie,Milieudefensie,541,91
1830425247191865,Cordaid,Cordaid,516,7
178362315106,European Parliament,European Parliament,505,14
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,488,28
142715532419784,Het Financieele Dagblad,FD Mediagroep B.V.,441,36
180532465311930,Rode Kruis,Rode Kruis,401,16
130133230331245,Wereld Natuur Fonds - WWF,Wereld Natuur Fonds - WWF,391,3
121264564551002,VVD,VVD,383,8
665910933577776,HUMAN,Human,363,10
192752594162175,Dona Daria Rotterdam,Gemeente Rotterdam,317,2
93833638834,Plan International NL,Plan International NL,283,26
146354402043167,Stichting het Gehandicapte Kind,Nederlandse Stichting voor het Gehandicapte Kind,256,18
195386463835527,Milieudefensie Jong,Milieudefensie,242,6
488054904564547,ifaw,Stichting IFAW,241,23
428670174395114,Vattenfall,Vattenfall Nederland,231,4
447218628670592,UNHCR Nederland,UNHCR Nederland,208,6
159449970751999,Save the Children Nederland,Save the Children Nederland,206,11
100169997009,Proefdiervrij,Stichting AVS Proefdiervrij,200,14
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,199,6
133720236695807,Werken voor Nederland,Werken voor Nederland,191,4
195643057135775,Partij voor de Dieren Zuid-Holland,Partij voor de Dieren Zuid Holland,190,4
194274617259054,Reformatorisch Dagblad,Reformatorisch Dagblad,184,22
222029491143966,Free Press Unlimited,Free Press Unlimited,175,4
404247949634770,CARE Nederland,CARE Nederland,165,52
119990051370181,Stichting voor Vluchteling-Studenten UAF,Stichting voor Vluchteling-Studenten UAF,158,9
100455310014019,Solidaridad,Solidaridad,155,33
211661062254003,ChristenUnie,ChristenUnie,152,5
198486356863605,Longfonds,Longfonds,138,17
190610374317426,Kom bij de politie,Politie Nederland,130,15
245644432148792,ING Nederland,ING Nederland,129,10
354196741370845,Brandpunt+,KRO-NCRV,127,14
425155314540915,Gemeente Woerden,Gemeente Woerden,118,25
100993049941618,Gemeente Den Haag,Gemeente Den Haag,112,4
108569272275857,Blij van Zuivelvrij,Stichting Dier&Recht,104,19
115027651906533,Wakker Dier,Wakker Dier,103,22
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,≤100,2
269793629749221,ZOA,ZOA,≤100,1
112530232090434,NPO Start,NPO,≤100,1
349312760804,World Vision Nederland,World Vision NL,≤100,15
121719834601889,FNV Vakbond,FNV Vakbond,≤100,36
142080576837,Vrij Nederland,Vrij Nederland,≤100,4
1594630217521502,NPO Kennis,Stichting NTR,≤100,27
270788920480,Europees Parlement Nederland,Liaisonbureau Europees Parlement Nederland,≤100,2
115027651906533,Wakker Dier,Stichting Wakker Dier,≤100,8
208250375865238,Woord en Daad,Stichting Woord en Daad,≤100,58
279322925441065,Vastenactie,Vastenactie,≤100,19
139829465882081,wtfff.nl,Stichting Fonds Slachtofferhulp,≤100,1
130015911059089,Samen om,om | nieuwe energie,≤100,27
297779776717,KPN,KPN,≤100,6
105339817717917,Gezin in Gevaar,Stichting Civitas Christiana,≤100,3
34880713930,ACN - Kerk in Nood,Kerk in Nood Nederland,≤100,2
114824741963035,Kom over en help,St. Kom over en help,≤100,15
101210895462209,aholddelhaize,aholddelhaize,≤100,1
160400273981305,Het Actiefonds,Het Actiefonds,≤100,4
320374518118,CDA,CDA,≤100,3
281600435192259,Fonds Slachtofferhulp,Stichting Fonds Slachtofferhulp,≤100,3
1408087399224304,Gemeente Waddinxveen,Gemeente Waddinxveen,≤100,1
194041757291378,PAX,PAX,≤100,2
125956260756629,Gemeente Tilburg,Gemeente Tilburg,≤100,11
116709535026239,Debatpodium Arminius,Stichting Arminius / Debatpodium Arminius,≤100,3
219017088175847,Amsterdam Museum,Amsterdam Museum,≤100,11
